1;ANALIZAR MUESTRAS SEGUN PROCEDIMIENTOS IMPLEMENTADOS POR EL LABORATORIO 
2;ANALIZAR MUESTRAS SEGUN PROCEDIMIENTOS IMPLEMENTADOS POR EL LABORATORIO 
3;APLICAR LOS MICROORGANISMOS EN PROCESOS DE DESCONTAMINACION AMBIENTAL 
4;APLICAR TECNICAS DE PROCESOS MEDIADOS POR MICROORGANISMOS DE ACUERDO CON PROTOCOLOS ESTABLECIDOS POR LA ORGANIZACION 
5;APLICAR TECNICAS DE PROCESOS MEDIADOS POR MICROORGANISMOS DE ACUERDO CON PROTOCOLOS ESTABLECIDOS POR LA ORGANIZACION 
6;APOYAR ACTIVIDADES QUE CONDUZCAN A LA IMPLEMENTACION 
7;APOYAR ACTIVIDADES QUE CONDUZCAN A LA IMPLEMENTACION DE LOS SISTEMAS DE GESTION DE FORMA INDIVIDUAL O INTEGRADA DE ACUERDO A PLANIFICACION ESTABLECIDA POR LA EMPRESA 
8;APOYAR ACTIVIDADES QUE CONDUZCAN A LA IMPLEMENTACION 
9;APOYAR ACTIVIDADES QUE CONDUZCAN A LA IMPLEMENTACION DE LOS SISTEMAS DE GESTION DE FORMA INDIVIDUAL O INTEGRADA DE ACUERDO A LA PLANIFICACION ESTABLECIDA POR LA EMPRESA 
10;APOYAR LAS ACTIVIDADES DE SALUD OCUPACIONAL DE ACUERDO CON EL PROGRAMA DISENADO EN SALUD OCUPACIONAL Y NORMATIVIDAD VIGENTE 
11;APOYAR LAS ACTIVIDADES DE SALUD OCUPACIONAL DE ACUERDO CON EL PROGRAMA DISENADO EN SALUD OCUPACIONAL Y NORMATIVIDAD VIGENTE 
12;APOYAR LAS ACTIVIDADES DE SALUD OCUPACIONAL DE ACUERDO CON EL PROGRAMA DISENADO EN SALUD OCUPACIONAL Y NORMATIVIDAD VIGENTE 
13;ASEGURAR EL CUMPLIMIENTO DE LOS PROGRAMAS DE CALIDAD CONTROL AMBIENTAL SEGURIDAD Y SALUD OCUPACIONAL DE ACUERDO CON LA NORMATIVIDAD VIGENTE 
14;ASEGURAR LA CALIDAD DE LOS ENSAYOS DESARROLLADOS EN EL LABORATORIO DE ACUERDO CON PROCEDIMIENTOS DEFINIDOS POR LA EMPRESA 
15;ASEGURAR LA CALIDAD DE LOS ENSAYOS DESARROLLADOS EN EL LABORATORIO DE ACUERDO CON PROCEDIMIENTOS DEFINIDOS POR LA EMPRESA 
16;ATENDER AL USUARIO O PERSONA EN CASO DE ACCIDENTE Y ENFERMEDAD GRAVE DE ACUERDO CON PROTOCOLOS DE PRIMER RESPONDIENTE 
17;ATENDER AL USUARIO O PERSONA EN CASO DE ACCIDENTE Y ENFERMEDAD GRAVE DE ACUERDO CON PROTOCOLOS DE PRIMER RESPONDIENTE 
18;ATENDER AL USUARIO O PERSONA EN CASO DE ACCIDENTE Y ENFERMEDAD GRAVE DE ACUERDO CON PROTOCOLOS DE PRIMER RESPONDIENTE TRABAJO 
19;AUDITAR EL SISTEMA DE GESTION AMBIENTAL APLICANDO EL PROCEDIMIENTO ESTABLECIDO 
20;CARACTERIZAR FISICA QUIMICA Y MICROBIOLOGAMENTE EL AGUA EN LOS PROCESOS DE TRATAMIENTO 
21;CONTROLAR EL FLUJO DE LOS MATERIALES Y DE LA INFORMACION SEGUN LOS REQUERIMIENTOS DEL PROCESO PRODUCTIVO 
22;CONTROLAR LA CALIDAD DE LOS PROCESOS DE ACUERDO CON LA NORMATIVIDAD VIGENTE 
23;CONTROLAR LA CALIDAD DE LOS PROCESOS DE ACUERDO CON LA NORMATIVIDAD VIGENTE 
24;CONTROLAR LAS EMISIONES RESULTANTES DE PROCESOS Y OPERACIONES PRODUCTIVAS DE ACUERDO CON LA NORMATIVIDAD AMBIENTAL ESTABLECIDA 
25;CONTROLAR LOS VERTIMIENTOS RESULTANTES DE PROCESOS Y OPERACIONES PRODUCTIVAS DE ACUERDO CON LA NORMATIVIDAD AMBIENTAL ESTABLECIDA 
26;CUMPLIR LOS REQUERIMIENTOS AMBIENTALES EN LA OPERACION DE SISTEMAS DE TRATAMIENTO DE VERTIMIENTOS LIQUIDOS 
27;DEFINIR LAS HERRAMIENTAS PARA AUTOMATIZACION Y CONTROL DE PROCESOS DE ACUERDO CON LAS ESPECIFICACIONES DEL PRODUCTO 
28;DOCUMENTAR LOS PROCESOS NECESARIOS PARA LA IMPLEMENTACION MANTENIMIENTO Y MEJORA DE LOS SISTEMAS DE GESTION DE FORMA INDIVIDUAL O INTEGRADA SEGUN PROCEDIMIENTOS 
29;DOCUMENTAR LOS PROCESOS NECESARIOS PARA LA IMPLEMENTACION MANTENIMIENTO Y MEJORA DE LOS SISTEMAS DE GESTION DE FORMA INDIVIDUAL O INTEGRADA SEGUN PROCEDIMIENTOS ESTABLECIDOS POR LA EMPRESA 
30;DOCUMENTAR LOS PROCESOS NECESARIOS PARA LA IMPLEMENTACION MANTENIMIENTO Y MEJORA DE LOS SISTEMAS DE GESTION DE FORMA INDIVIDUAL O INTEGRADA SEGUN PROCEDIMIENTOS ESTABLECIDOS POR LA EMPRESA 
31;DOCUMENTAR LOS PROCESOS NECESARIOS PARA LA IMPLEMENTACION MANTENIMIENTO Y MEJORA DE LOS SISTEMAS DE GESTION DE FORMA INDIVIDUAL O INTEGRADA SEGUN 
32;DOCUMENTAR LOS PROCESOS NECESARIOS PARA LA IMPLEMENTACION MANTENIMIENTO Y MEJORA DE LOS SISTEMAS DE GESTION DE FORMA INDIVIDUAL O INTEGRADA SEGUN PROCEDIMIENTOS ESTABLECIDOS POR LA EMPRESA  
33;EJECUTAR ACCIONES DE PROMOCION DE LA SALUD Y PREVENCION DE RIESGOS DEL TRABAJO PARA LA POBLACION CUBIERTA Y NO CUBIERTA POR EL SISTEMA GENERAL DE RIESGOS PROFESIONALES EN RELACION CON LAS NECESIDADES IDENTIFICADAS 
34;EJECUTAR ACCIONES DE PROMOCION DE LA SALUD Y PREVENCION DE RIESGOS DEL TRABAJO PARA LA POBLACION CUBIERTA Y NO CUBIERTA POR EL SISTEMA GENERAL DE RIESGOS PROFESIONALES ENRELACION CON LAS NECESIDADES IDENTIFICADAS 
35;EJECUTAR ACTIVIDADES DE PRODUCCION SEGUN PROGRAMACIONASIGNADA 
36;EJECUTAR ACTIVIDADES DE SEGUIMIENTO A LA ELABORACION DE PRODUCTOS EN PROCESO DE ACUERDO CON LAS BUENAS PRACTICAS DE MANUFACTURA 
37;EJECUTAR EL PROGRAMA DE SALUD OCUPACIONAL DE LA EMPRESA SEGUN ORIENTACIONES DADAS Y NORMATIVIDAD VIGENTE 
38;EJECUTAR EL PROGRAMA DE SALUD OCUPACIONAL DE LA EMPRESA SEGUN ORIENTACIONES DADAS Y NORMATIVIDAD VIGENTE 
39;EJECUTAR EL PROGRAMA DE SALUD OCUPACIONAL DE LA EMPRESA SEGUN ORIENTACIONES DADAS Y NORMATIVIDAD VIGENTE 
40;EJECUTAR ELPROGRAMA DE SALUD OCUPACIONAL DE LA EMPRESA SEGUN ORIENTACIONES DADAS Y NORMATIVIDAD VIGENTE 
41;ELABORAR EL PLAN GENERAL DE PRODUCCION SEGUN EL PLAN DE VENTAS NIVELES DE INVENTARIO Y CAPACIDAD DE PRODUCCION  
42;ELABORAR EL PLAN GENERAL DE PRODUCCION SEGUN EL PLAN DE VENTAS NIVELES DE INVENTARIO Y CAPACIDAD DE PRODUCCION 
43;ESTRUCTURAR SISTEMAS DE MANEJO AMBIENTAL SIGUIENDO NORMATIVIDAD AMBIENTAL 
44;EVALUAR EL IMPACTO AMBIENTAL EN ACTIVIDADES PRODUCTOS Y SERVICIOS DE ACUERDO CON LA NORMATIVIDAD LEGAL VIGENTE 
45;EVALUAR EL IMPACTO AMBIENTAL EN ACTIVIDADES PRODUCTOS Y SERVICIOS DE ACUERDO CON LA NORMATIVIDAD LEGAL VIGENTE 
46;FOMENTAR PRACTICAS SEGURAS Y SALUDABLES EN LOS AMBIENTES DE TRABAJO 
47;GARANTIZAR EL CUMPLIMIENTO DE LA NORMATIVIDAD Y LEGISLACION VIGENTE RELACIONADA CON LOS SISTEMAS DE GESTION SEGUN LA NATURALEZA DE LA ORGANIZACION 
48;GARANTIZAR EL CUMPLIMIENTO DE LA NORMATIVIDAD Y LEGISLACION VIGENTE RELACIONADA CON LOS SISTEMAS DE GESTION SEGUN LA NATURALEZA DE LA ORGANIZACI? N 
49;GESTIONAR EL ALMACENAMIENTO DE MATERIALES DE ACUERDO CON PROTOCOLOS Y NORMAS ESTABLECIDAS EN LA ORGANIZACION 
50;IMPLEMENTAR HERRAMIENTAS DE OPTIMIZACION DE RECURSOS PARA EL MEJORAMIENTO DE PROCESOS PRODUCTIVOS 
51;IMPLEMENTAR HERRAMIENTAS DE OPTIMIZACION DE RECURSOS PARA EL MEJORAMIENTO DE PROCESOS PRODUCTIVOS 
52;ORGANIZAR LA LOGISTICA INTERNA DE ACUERDO CON EL PLAN DE PRODUCCION 
53;ORGANIZAR LAS ACTIVIDADES DE PRODUCCION DE ACUERDO CON LOS OBJETIVOS EMPRESARIALES 
54;ORGANIZAR LAS ACTIVIDADES DE PRODUCCION DE ACUERDO CON LOS OBJETIVOS EMPRESARIALES 
55;ORGANIZAR PLANES DE EDUCACION AMBIENTAL DE ACUERDO CON REQUERIMIENTOS ESTABLECIDOS 
56;ORIENTAR LAS ACTIVIDADES DEL PERSONAL A CARGO CON BASE EN LAS POLITICAS DE LA ORGANIZACION 
57;ORIENTAR LAS ACTIVIDADES DEL PERSONAL A CARGO CON BASE A LAS POLITICAS DE LA ORGANIZACION 
58;PROCESAR LAS MUESTRAS DE AGUAS DE ACUERDO CON LAS TECNICAS Y METODOS ESTABLECIDOS 
59;PROCESAR MUESTRAS DE AGUA DE ACUERDO CON LAS TECNICAS Y METODOS ESTABLECIDOS 
60;PROGRAMAR LA PRODUCCION SEGUN PRODUCTO A FABRICAR Y PERIODICIDAD ESTABLECIDA 
61;PROGRAMAR LA PRODUCCION SEGUN PRODUCTO A FABRICAR Y PERIODICIDAD ESTABLECIDA 
62;REALIZAR ACTIVIDADES QUE CONDUZCAN AL MANTENIMIENTO Y MEJORA CONTINUA DE LOS SISTEMAS DE GESTION DE FORMA INDIVIDUAL O INTEGRADA 
63;REALIZAR ACTIVIDADES QUE CONDUZCAN AL MANTENIMIENTO Y MEJORA CONTINUA DE LOS SISTEMAS DE GESTION DE FORMA INDIVIDUAL O INTEGRADA 
64;REALIZAR LOS PROCEDIMIENTOS DE MUESTREO PARA ANALISIS QUIMICOS DE ACUERDO CON LOS PROTOCOLOS ESTABLECIDOS POR EL SECTOR 
65;REALIZAR LOS PROCEDIMIENTOS DE MUESTREO PARA ANALISIS QUIMICOS DE ACUERDO CON LOS PROTOCOLOS ESTABLECIDOS POR EL SECTOR 
66;REALIZAR OPERACIONES DE ALISTAMIENTO EN EL LABORATORIO QUIMICOS 
67;REALIZAR OPERACIONES DE ALISTAMIENTO EN EL LABORATORIO QUIMICOS 
68;RECOLECTAR CLASIFICAR Y TRANSPORTAR LAS BOLSAS CON LOS RESIDUOS SEGUN SU NATURALEZA EN LOS SITIOS DE GENERACION Y ACOPIO DE ACUERDO CON LOS PROCEDIMIENTOS ESTABLECIDOS 
69;RECOLECTAR CLASIFICAR Y TRANSPORTAR LAS BOLSAS CON LOS RESIDUOS SEGUN SU NATURALEZA EN LOS SITIOS DE GENERACION Y ACOPIO DE ACUERDO CON LOS PROCEDIMIENTOS ESTABLECIDOS 
70;REDUCIR LAS CAUSAS Y EFECTOS DE LAS URGENCIAS EMERGENCIAS CALAMIDADES Y DESASTRES DE ACUERDO CON MODELOS HUMANISTICOS SOCIALES Y NORMAS TECNICAS LEGALES VIGENTES 
71;REDUCIR LAS CAUSAS Y EFECTOS DE LAS URGENCIAS EMERGENCIAS CALAMIDADES Y DESASTRES DE ACUERDO CON MODELOS HUMANISTICOS SOCIALES Y NORMAS TECNICAS LEGALES VIGENTES 
72;REDUCIR LAS CAUSAS Y EFECTOS DE LAS URGENCIAS EMERGENCIAS CALAMIDADES Y DESASTRES DEACUERDO CON MODELOS HUMANISTICOS SOCIALES Y NORMAS TECNICAS LEGALES VIGENTES  
73;REDUCIR LAS CAUSAS Y EFECTOS DE LAS URGENCIAS EMERGENCIAS CALAMIDADES Y DESASTRES DE ACUERDO CON MODELOS HUMANISTICOS SOCIALES Y NORMAS TECNICAS LEGALES VIGENTES 
74;SUPERVISAR PLANTAS DE PROCESOS QUIMICOS DE ACUERDO CON LAS VARIABLES DEL PROCESO 
75;SUPERVISAR Y CONTROLAR VARIABLES DE PROCESOS QUIMICOS DE ACUERDO CON EL PLAN DE PRODUCCION 
76;TRATAR LOS RESIDUOS CON BASE EN PARAMETROS TECNICOS AMBIENTALES VIGENTES Y ESTABLECIDOS POR POLITICAS SECTORIALES Y EMPRESARIALES 
77;TRATAR LOS RESIDUOS CON BASE EN PARAMETROS TECNICOAMBIENTALES VIGENTES Y ESTABLECIDOS POR POLITICAS SECTORIALES Y EMPRESARIALES 
78;TRATAR LOS RESIDUOS CON BASE EN PARAMETROS TECNICOS AMBIENTALES VIGENTES Y ESTABLECIDOS POR POLITICAS SECTORIALES Y EMPRESARIALES 
